scenario,domain,language_scenario,agent_llm,agent_family,role,experiment_count,turns_total,mean_language_correctness,drift_trial_count,mean_drift_turn,non_target_lang_proportion,detected_lang_proportion
3-crosslingual,airline,thai,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,687,0.723435,150,0.0,en_0.277,th_0.723|en_0.277
3-crosslingual,airline,thai,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen3-235b,agent,1,756,0.77381,150,0.0,en_0.226,th_0.774|en_0.226
3-crosslingual,airline,vietnamese,azure/kimi-k2.5,kimi-k2.5,agent,1,1058,0.827977,150,0.0,en_0.172,vi_0.828|en_0.172
3-crosslingual,airline,vietnamese,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,780,0.702564,150,0.0,en_0.297,vi_0.703|en_0.297
3-crosslingual,airline,vietnamese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,721,0.718447,150,0.0,en_0.282,vi_0.718|en_0.282
3-crosslingual,airline,vietnamese,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen3-235b,agent,1,880,0.801136,150,0.0,en_0.199,vi_0.801|en_0.199
3-crosslingual,retail,chinese,azure/kimi-k2.5,kimi-k2.5,agent,1,2454,0.855338,342,0.0,en_0.145,zh_0.855|en_0.145
3-crosslingual,retail,chinese,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1922,0.810614,342,0.0,en_0.189,zh_0.811|en_0.189
3-crosslingual,retail,chinese,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2194,0.712397,342,0.0,en_0.286|ko_0.001|hu_0.000,zh_0.712|en_0.286|ko_0.001|hu_0.000
3-crosslingual,retail,chinese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,1837,0.804573,342,0.0,en_0.195,zh_0.805|en_0.195
3-crosslingual,retail,filipino,azure/kimi-k2.5,kimi-k2.5,agent,1,2734,0.685443,342,0.0,en_0.314|sco_0.000,tl_0.685|en_0.314|sco_0.000
3-crosslingual,retail,filipino,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,2006,0.748754,342,0.0,en_0.251,tl_0.749|en_0.251
3-crosslingual,retail,filipino,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2300,0.802174,342,0.0,en_0.198,tl_0.802|en_0.198
3-crosslingual,retail,filipino,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,1992,0.483936,342,0.0,en_0.516,en_0.516|tl_0.484
3-crosslingual,retail,indonesian,azure/kimi-k2.5,kimi-k2.5,agent,1,2563,0.85993,342,0.0,en_0.139|ja_0.001|ms_0.000,id_0.860|en_0.139|ja_0.001|ms_0.000
3-crosslingual,retail,indonesian,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1925,0.816104,342,0.0,en_0.182|ms_0.002,id_0.816|en_0.182|ms_0.002
3-crosslingual,retail,indonesian,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2041,0.78148,342,0.0,en_0.217|ms_0.001|jv_0.000,id_0.781|en_0.217|ms_0.001|jv_0.000
3-crosslingual,retail,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,1945,0.816967,342,0.0,en_0.183,id_0.817|en_0.183
3-crosslingual,retail,thai,azure/kimi-k2.5,kimi-k2.5,agent,1,2394,0.848789,342,0.0,en_0.151,th_0.849|en_0.151
3-crosslingual,retail,thai,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1765,0.794334,342,0.0,en_0.206,th_0.794|en_0.206
3-crosslingual,retail,thai,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,1968,0.807927,342,0.0,en_0.192,th_0.808|en_0.192
3-crosslingual,retail,vietnamese,azure/kimi-k2.5,kimi-k2.5,agent,1,2743,0.869851,342,0.0,en_0.130,vi_0.870|en_0.130
3-crosslingual,retail,vietnamese,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1916,0.809499,342,0.0,en_0.191,vi_0.809|en_0.191
3-crosslingual,retail,vietnamese,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2078,0.816169,342,0.0,en_0.184,vi_0.816|en_0.184
3-crosslingual,retail,vietnamese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,1898,0.8098,342,0.0,en_0.190,vi_0.810|en_0.190
3-crosslingual,telecom,chinese,azure/kimi-k2.5,kimi-k2.5,agent,1,2921,0.878809,342,0.0,en_0.121|ja_0.000,zh_0.879|en_0.121|ja_0.000
3-crosslingual,telecom,chinese,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1631,0.74065,342,0.0,en_0.259,zh_0.741|en_0.259
3-crosslingual,telecom,chinese,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2432,0.799342,342,0.0,en_0.201,zh_0.799|en_0.201
3-crosslingual,telecom,chinese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,3189,0.87551,342,0.0,en_0.124,zh_0.876|en_0.124
3-crosslingual,telecom,filipino,azure/kimi-k2.5,kimi-k2.5,agent,1,4079,0.896298,342,0.0,en_0.104,tl_0.896|en_0.104
3-crosslingual,telecom,filipino,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1771,0.73179,342,0.0,en_0.268,tl_0.732|en_0.268
3-crosslingual,telecom,filipino,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2780,0.822302,342,0.0,en_0.177|ja_0.000,tl_0.822|en_0.177|ja_0.000
3-crosslingual,telecom,filipino,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,3332,0.861945,342,0.0,en_0.138,tl_0.862|en_0.138
3-crosslingual,telecom,indonesian,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,3314,0.852746,342,0.0,en_0.139|zh_0.005|es_0.002|ja_0.000,id_0.853|en_0.139|zh_0.005|es_0.002|ja_0.000
3-crosslingual,telecom,indonesian,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,3491,0.850473,342,0.0,en_0.149|ms_0.001,id_0.850|en_0.149|ms_0.001
3-crosslingual,telecom,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,3564,0.887486,342,0.0,en_0.112|ms_0.001,id_0.887|en_0.112|ms_0.001
3-crosslingual,telecom,thai,azure/kimi-k2.5,kimi-k2.5,agent,1,3413,0.875183,342,0.0,en_0.125,th_0.875|en_0.125
3-crosslingual,telecom,thai,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,1991,0.74887,342,0.0,en_0.251,th_0.749|en_0.251
3-crosslingual,telecom,thai,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,2917,0.828591,342,0.0,en_0.171,th_0.829|en_0.171
3-crosslingual,telecom,vietnamese,azure/kimi-k2.5,kimi-k2.5,agent,1,4016,0.910359,342,0.0,en_0.090,vi_0.910|en_0.090
3-crosslingual,telecom,vietnamese,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,agent,1,2635,0.80797,342,0.0,en_0.192,vi_0.808|en_0.192
3-crosslingual,telecom,vietnamese,openrouter/openai/gpt-5-mini,gpt-5-mini,agent,1,3598,0.85353,342,0.0,en_0.146,vi_0.854|en_0.146
4-translated,airline,chinese,azure/gpt-5-mini,gpt-5-mini,agent,1,729,0.954733,21,19.0,en_0.041|ko_0.004,zh_0.955|en_0.041|ko_0.004
4-translated,airline,chinese,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,agent,1,1110,1.0,0,,,zh_1.000
4-translated,airline,chinese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,489,1.0,0,,,zh_1.000
4-translated,airline,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,717,1.0,0,,,zh_1.000
4-translated,airline,filipino,azure/gpt-5-mini,gpt-5-mini,agent,1,678,0.877581,83,13.0,en_0.122,tl_0.878|en_0.122
4-translated,airline,filipino,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,625,0.912,51,16.0,en_0.088,tl_0.912|en_0.088
4-translated,airline,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,741,0.950067,37,16.0,en_0.050,tl_0.950|en_0.050
4-translated,airline,indonesian,azure/gpt-5-mini,gpt-5-mini,agent,1,614,0.846906,91,12.0,en_0.151|it_0.002,id_0.847|en_0.151|it_0.002
4-translated,airline,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,724,0.930939,49,16.0,en_0.068|de_0.001,id_0.931|en_0.068|de_0.001
4-translated,airline,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,783,0.962963,29,16.0,en_0.037,id_0.963|en_0.037
4-translated,airline,thai,azure/gpt-5-mini,gpt-5-mini,agent,1,709,0.994358,4,16.0,en_0.006,th_0.994|en_0.006
4-translated,airline,thai,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,agent,1,1031,1.0,0,,,th_1.000
4-translated,airline,thai,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,511,1.0,0,,,th_1.000
4-translated,airline,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,646,1.0,0,,,th_1.000
4-translated,airline,vietnamese,azure/gpt-5-mini,gpt-5-mini,agent,1,731,0.998632,1,4.0,en_0.001,vi_0.999|en_0.001
4-translated,airline,vietnamese,azure/kimi-k2.5,kimi-k2.5,agent,1,1032,1.0,0,,,vi_1.000
4-translated,airline,vietnamese,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,660,1.0,0,,,vi_1.000
4-translated,airline,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,731,0.998632,1,18.0,en_0.001,vi_0.999|en_0.001
4-translated,retail,chinese,azure/gpt-5-mini,gpt-5-mini,agent,1,2385,0.973166,48,19.0,en_0.026|ko_0.001,zh_0.973|en_0.026|ko_0.001
4-translated,retail,chinese,azure/kimi-k2.5,kimi-k2.5,agent,1,2825,0.999646,1,32.0,ko_0.000,zh_1.000|ko_0.000
4-translated,retail,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1780,1.0,0,,,zh_1.000
4-translated,retail,filipino,azure/gpt-5-mini,gpt-5-mini,agent,1,1966,0.966938,63,30.0,en_0.033,tl_0.967|en_0.033
4-translated,retail,filipino,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,agent,1,2528,0.958861,81,19.0,en_0.039|ms_0.002|su_0.000,tl_0.959|en_0.039|ms_0.002|su_0.000
4-translated,retail,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1925,0.951688,90,26.0,en_0.048,tl_0.952|en_0.048
4-translated,retail,indonesian,azure/gpt-5-mini,gpt-5-mini,agent,1,1850,0.95027,91,28.0,en_0.050,id_0.950|en_0.050
4-translated,retail,indonesian,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,agent,1,2225,0.978876,47,26.0,en_0.020|ms_0.001,id_0.979|en_0.020|ms_0.001
4-translated,retail,indonesian,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,agent,1,1983,0.977811,44,28.0,en_0.021|ms_0.001,id_0.978|en_0.021|ms_0.001
4-translated,retail,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1959,0.963247,72,28.0,en_0.035|ms_0.002,id_0.963|en_0.035|ms_0.002
4-translated,retail,thai,azure/gpt-5-mini,gpt-5-mini,agent,1,2092,0.997132,6,7.0,en_0.003,th_0.997|en_0.003
4-translated,retail,thai,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,agent,1,2623,1.0,0,,,th_1.000
4-translated,retail,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1691,0.999409,1,8.0,en_0.001,th_0.999|en_0.001
4-translated,retail,vietnamese,azure/gpt-5-mini,gpt-5-mini,agent,1,1876,0.997868,4,23.0,en_0.002|tr_0.001,vi_0.998|en_0.002|tr_0.001
4-translated,retail,vietnamese,azure/kimi-k2.5,kimi-k2.5,agent,1,2443,0.999591,1,18.0,en_0.000,vi_1.000|en_0.000
4-translated,retail,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,1885,0.999469,1,18.0,en_0.001,vi_0.999|en_0.001
4-translated,telecom,chinese,azure/gpt-5-mini,gpt-5-mini,agent,1,2034,0.987217,25,38.0,en_0.013,zh_0.987|en_0.013
4-translated,telecom,chinese,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,agent,1,3393,1.0,0,,,zh_1.000
4-translated,telecom,chinese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,2946,0.61609,250,10.0,en_0.373|ko_0.011,zh_0.616|en_0.373|ko_0.011
4-translated,telecom,filipino,azure/gpt-5-mini,gpt-5-mini,agent,1,3017,0.94763,155,62.0,en_0.052,tl_0.948|en_0.052
4-translated,telecom,filipino,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,agent,1,3792,0.984441,59,34.0,en_0.015|id_0.001,tl_0.984|en_0.015|id_0.001
4-translated,telecom,filipino,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3127,0.702271,286,28.0,en_0.290|ko_0.008|si_0.000,tl_0.702|en_0.290|ko_0.008|si_0.000
4-translated,telecom,indonesian,azure/gpt-5-mini,gpt-5-mini,agent,1,2175,0.994943,11,16.0,en_0.004|ms_0.001,id_0.995|en_0.004|ms_0.001
4-translated,telecom,indonesian,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,agent,1,4038,0.993314,27,44.0,es_0.006|ms_0.000,id_0.993|es_0.006|ms_0.000
4-translated,telecom,indonesian,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3678,0.988037,16,28.0,en_0.012|ms_0.000,id_0.988|en_0.012|ms_0.000
4-translated,telecom,thai,azure/gpt-5-mini,gpt-5-mini,agent,1,2613,0.996556,9,34.0,en_0.003|mk_0.000|zh_0.000,th_0.997|en_0.003|mk_0.000|zh_0.000
4-translated,telecom,thai,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,agent,1,4095,1.0,0,,,th_1.000
4-translated,telecom,thai,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3023,0.810453,132,22.0,en_0.184|ko_0.004|zh_0.001|si_0.000,th_0.810|en_0.184|ko_0.004|zh_0.001|si_0.000
4-translated,telecom,vietnamese,azure/gpt-5-mini,gpt-5-mini,agent,1,2970,0.936364,187,50.0,en_0.064,vi_0.936|en_0.064
4-translated,telecom,vietnamese,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,agent,1,3557,0.888389,221,48.0,en_0.111|ko_0.001|la_0.000,vi_0.888|en_0.111|ko_0.001|la_0.000
