experiments_all_line,scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,normalized_agent_llm,simulation_source,results_json,role,turn_count,target_turn_count,non_target_turn_count,english_turn_count,language_correctness,non_target_share,english_share,detected_lang_proportion,detected_lang_proportion_json
54,l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user/results.json,user,5089,5089,0,0,1.0,0.0,0.0,vi_1.000,"{""vi"":1.0}"
55,l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-15-19-46_translated_telecom_trial-3_vi_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-15-19-46_translated_telecom_trial-3_vi_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,agent,3557,3160,397,394,0.888389,0.111611,0.110768,vi_0.888|en_0.111|ko_0.001|la_0.000,"{""en"":0.110768,""ko"":0.000562,""la"":0.000281,""vi"":0.888389}"
55,l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_domain/2026-05-23-15-19-46_translated_telecom_trial-3_vi_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user,data/simulations/l2_domain/2026-05-23-15-19-46_translated_telecom_trial-3_vi_Qwen3-235B-A22B-Instruct-2507_vertex_agent_vertex_user/results.json,user,3441,3438,3,3,0.999128,0.000872,0.000872,vi_0.999|en_0.001,"{""en"":0.000872,""vi"":0.999128}"
56,l2_interaction,L2 Interaction,airline,chinese,ZH,zh,zh,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_235442_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese,data/simulations/l2_interaction/20260419_235442_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese/results.json,agent,776,463,313,312,0.596649,0.403351,0.402062,zh_0.597|en_0.402|ja_0.001,"{""en"":0.402062,""ja"":0.001289,""zh"":0.596649}"
56,l2_interaction,L2 Interaction,airline,chinese,ZH,zh,zh,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_235442_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese,data/simulations/l2_interaction/20260419_235442_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese/results.json,user,574,524,50,37,0.912892,0.087108,0.06446,zh_0.913|en_0.064|fr_0.009|ja_0.007|ca_0.002|fa_0.002|wuu_0.002|yue_0.002,"{""ca"":0.001742,""en"":0.06446,""fa"":0.001742,""fr"":0.008711,""ja"":0.006969,""wuu"":0.001742,""yue"":0.001742,""zh"":0.912892}"
57,l2_interaction,L2 Interaction,airline,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_110356_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260512_110356_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,agent,1012,833,179,179,0.823123,0.176877,0.176877,zh_0.823|en_0.177,"{""en"":0.176877,""zh"":0.823123}"
57,l2_interaction,L2 Interaction,airline,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_110356_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260512_110356_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,user,643,642,1,1,0.998445,0.001555,0.001555,zh_0.998|en_0.002,"{""en"":0.001555,""zh"":0.998445}"
58,l2_interaction,L2 Interaction,airline,chinese,ZH,zh,zh,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_013140_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_chinese,data/simulations/l2_interaction/20260508_013140_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_chinese/results.json,agent,786,606,180,180,0.770992,0.229008,0.229008,zh_0.771|en_0.229,"{""en"":0.229008,""zh"":0.770992}"
58,l2_interaction,L2 Interaction,airline,chinese,ZH,zh,zh,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_013140_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_chinese,data/simulations/l2_interaction/20260508_013140_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_chinese/results.json,user,644,639,5,1,0.992236,0.007764,0.001553,zh_0.992|fr_0.003|en_0.002|it_0.002|wuu_0.002,"{""en"":0.001553,""fr"":0.003106,""it"":0.001553,""wuu"":0.001553,""zh"":0.992236}"
59,l2_interaction,L2 Interaction,airline,filipino,TL,tl,tl,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino,data/simulations/l2_interaction/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino/results.json,agent,827,541,286,285,0.654172,0.345828,0.344619,tl_0.654|en_0.345|es_0.001,"{""en"":0.344619,""es"":0.001209,""tl"":0.654172}"
59,l2_interaction,L2 Interaction,airline,filipino,TL,tl,tl,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino,data/simulations/l2_interaction/20260420_003625_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino/results.json,user,654,540,114,100,0.825688,0.174312,0.152905,tl_0.826|en_0.153|it_0.005|es_0.003|fa_0.003|fr_0.003|de_0.002|hr_0.002|io_0.002|ja_0.002|pt_0.002,"{""de"":0.001529,""en"":0.152905,""es"":0.003058,""fa"":0.003058,""fr"":0.003058,""hr"":0.001529,""io"":0.001529,""it"":0.004587,""ja"":0.001529,""pt"":0.001529,""tl"":0.825688}"
60,l2_interaction,L2 Interaction,airline,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_122502_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260512_122502_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,agent,1091,763,328,328,0.699358,0.300642,0.300642,tl_0.699|en_0.301,"{""en"":0.300642,""tl"":0.699358}"
60,l2_interaction,L2 Interaction,airline,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_122502_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino,data/simulations/l2_interaction/20260512_122502_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_filipino/results.json,user,681,638,43,23,0.936858,0.063142,0.033774,tl_0.937|en_0.034|it_0.007|ca_0.004|io_0.004|pt_0.004|sh_0.004|ja_0.003|eo_0.001,"{""ca"":0.004405,""en"":0.033774,""eo"":0.001468,""io"":0.004405,""it"":0.007342,""ja"":0.002937,""pt"":0.004405,""sh"":0.004405,""tl"":0.936858}"
61,l2_interaction,L2 Interaction,airline,filipino,TL,tl,tl,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_040932_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_filipino,data/simulations/l2_interaction/20260508_040932_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_filipino/results.json,agent,772,553,219,219,0.716321,0.283679,0.283679,tl_0.716|en_0.284,"{""en"":0.283679,""tl"":0.716321}"
61,l2_interaction,L2 Interaction,airline,filipino,TL,tl,tl,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260508_040932_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_filipino,data/simulations/l2_interaction/20260508_040932_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_filipino/results.json,user,668,626,42,31,0.937126,0.062874,0.046407,tl_0.937|en_0.046|it_0.010|sh_0.003|io_0.001|lt_0.001,"{""en"":0.046407,""io"":0.001497,""it"":0.010479,""lt"":0.001497,""sh"":0.002994,""tl"":0.937126}"
62,l2_interaction,L2 Interaction,airline,indonesian,ID,id,id,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian,data/simulations/l2_interaction/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian/results.json,agent,802,526,276,275,0.65586,0.34414,0.342893,id_0.656|en_0.343|lv_0.001,"{""en"":0.342893,""id"":0.65586,""lv"":0.001247}"
62,l2_interaction,L2 Interaction,airline,indonesian,ID,id,id,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian,data/simulations/l2_interaction/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian/results.json,user,644,576,68,51,0.89441,0.10559,0.079193,id_0.894|en_0.079|ms_0.008|it_0.005|tr_0.005|ca_0.002|eo_0.002|fr_0.002|jv_0.002|pt_0.002|ro_0.002,"{""ca"":0.001553,""en"":0.079193,""eo"":0.001553,""fr"":0.001553,""id"":0.89441,""it"":0.004658,""jv"":0.001553,""ms"":0.007764,""pt"":0.001553,""ro"":0.001553,""tr"":0.004658}"
63,l2_interaction,L2 Interaction,airline,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_073621_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260512_073621_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,agent,1064,890,174,169,0.836466,0.163534,0.158835,id_0.836|en_0.159|ja_0.003|es_0.002,"{""en"":0.158835,""es"":0.00188,""id"":0.836466,""ja"":0.00282}"
63,l2_interaction,L2 Interaction,airline,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260512_073621_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian,data/simulations/l2_interaction/20260512_073621_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_indonesian/results.json,user,683,680,3,0,0.995608,0.004392,0.0,id_0.996|ms_0.004,"{""id"":0.995608,""ms"":0.004392}"
64,l2_interaction,L2 Interaction,airline,indonesian,ID,id,id,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian,data/simulations/l2_interaction/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian/results.json,agent,880,705,175,167,0.801136,0.198864,0.189773,id_0.801|en_0.190|zh_0.008|ms_0.001,"{""en"":0.189773,""id"":0.801136,""ms"":0.001136,""zh"":0.007955}"
64,l2_interaction,L2 Interaction,airline,indonesian,ID,id,id,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian,data/simulations/l2_interaction/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian/results.json,user,745,741,4,1,0.994631,0.005369,0.001342,id_0.995|ms_0.003|en_0.001|it_0.001,"{""en"":0.001342,""id"":0.994631,""it"":0.001342,""ms"":0.002685}"
65,l2_interaction,L2 Interaction,airline,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai,data/simulations/l2_interaction/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai/results.json,agent,754,521,233,233,0.690981,0.309019,0.309019,th_0.691|en_0.309,"{""en"":0.309019,""th"":0.690981}"
65,l2_interaction,L2 Interaction,airline,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai,data/simulations/l2_interaction/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai/results.json,user,584,531,53,46,0.909247,0.090753,0.078767,th_0.909|en_0.079|de_0.007|it_0.002|pt_0.002|ru_0.002,"{""de"":0.006849,""en"":0.078767,""it"":0.001712,""pt"":0.001712,""ru"":0.001712,""th"":0.909247}"
66,l2_interaction,L2 Interaction,airline,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,agent,1021,821,200,200,0.804114,0.195886,0.195886,th_0.804|en_0.196,"{""en"":0.195886,""th"":0.804114}"
66,l2_interaction,L2 Interaction,airline,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai,data/simulations/l2_interaction/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai/results.json,user,596,592,4,0,0.993289,0.006711,0.0,th_0.993|it_0.003|ca_0.002|ja_0.002,"{""ca"":0.001678,""it"":0.003356,""ja"":0.001678,""th"":0.993289}"
67,l2_interaction,L2 Interaction,airline,thai,TH,th,th,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai,data/simulations/l2_interaction/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai/results.json,agent,756,585,171,171,0.77381,0.22619,0.22619,th_0.774|en_0.226,"{""en"":0.22619,""th"":0.77381}"
67,l2_interaction,L2 Interaction,airline,thai,TH,th,th,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai,data/simulations/l2_interaction/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai/results.json,user,660,651,9,1,0.986364,0.013636,0.001515,th_0.986|it_0.011|ca_0.002|en_0.002,"{""ca"":0.001515,""en"":0.001515,""it"":0.010606,""th"":0.986364}"
68,l2_interaction,L2 Interaction,airline,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_214157_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese,data/simulations/l2_interaction/20260419_214157_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese/results.json,agent,780,548,232,232,0.702564,0.297436,0.297436,vi_0.703|en_0.297,"{""en"":0.297436,""vi"":0.702564}"
68,l2_interaction,L2 Interaction,airline,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260419_214157_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese,data/simulations/l2_interaction/20260419_214157_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_vietnamese/results.json,user,586,533,53,40,0.909556,0.090444,0.068259,vi_0.910|en_0.068|it_0.005|es_0.003|fa_0.003|ca_0.002|id_0.002|ja_0.002|ro_0.002|th_0.002|zh_0.002,"{""ca"":0.001706,""en"":0.068259,""es"":0.003413,""fa"":0.003413,""id"":0.001706,""it"":0.005119,""ja"":0.001706,""ro"":0.001706,""th"":0.001706,""vi"":0.909556,""zh"":0.001706}"
69,l2_interaction,L2 Interaction,airline,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260511_094959_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260511_094959_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,agent,1058,876,182,182,0.827977,0.172023,0.172023,vi_0.828|en_0.172,"{""en"":0.172023,""vi"":0.827977}"
69,l2_interaction,L2 Interaction,airline,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260511_094959_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,data/simulations/l2_interaction/20260511_094959_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese/results.json,user,615,612,3,0,0.995122,0.004878,0.0,vi_0.995|pt_0.003|it_0.002,"{""it"":0.001626,""pt"":0.003252,""vi"":0.995122}"
70,l2_interaction,L2 Interaction,airline,vietnamese,VI,vi,vi,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260507_005606_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_vietnamese,data/simulations/l2_interaction/20260507_005606_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_vietnamese/results.json,agent,880,705,175,175,0.801136,0.198864,0.198864,vi_0.801|en_0.199,"{""en"":0.198864,""vi"":0.801136}"
70,l2_interaction,L2 Interaction,airline,vietnamese,VI,vi,vi,together_ai/Qwen/Qwen3-235B-A22B-Instruct-2507-tput,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260507_005606_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_vietnamese,data/simulations/l2_interaction/20260507_005606_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_vietnamese/results.json,user,708,706,2,0,0.997175,0.002825,0.0,vi_0.997|ca_0.003,"{""ca"":0.002825,""vi"":0.997175}"
71,l2_interaction,L2 Interaction,retail,chinese,ZH,zh,zh,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_052326_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese,data/simulations/l2_interaction/20260420_052326_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese/results.json,agent,2194,1563,631,628,0.712397,0.287603,0.286235,zh_0.712|en_0.286|ko_0.001|hu_0.000,"{""en"":0.286235,""hu"":0.000456,""ko"":0.000912,""zh"":0.712397}"
71,l2_interaction,L2 Interaction,retail,chinese,ZH,zh,zh,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_052326_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese,data/simulations/l2_interaction/20260420_052326_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_chinese/results.json,user,1714,1623,91,71,0.946908,0.053092,0.041424,zh_0.947|en_0.041|de_0.005|ja_0.002|es_0.002|fr_0.001|wuu_0.001,"{""de"":0.005251,""en"":0.041424,""es"":0.00175,""fr"":0.001167,""ja"":0.002334,""wuu"":0.001167,""zh"":0.946908}"
72,l2_interaction,L2 Interaction,retail,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_044927_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260513_044927_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,agent,2454,2099,355,355,0.855338,0.144662,0.144662,zh_0.855|en_0.145,"{""en"":0.144662,""zh"":0.855338}"
72,l2_interaction,L2 Interaction,retail,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_interaction/20260513_044927_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260513_044927_retail_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,user,1763,1732,31,16,0.982416,0.017584,0.009075,zh_0.982|en_0.009|de_0.003|fr_0.003|wuu_0.001|it_0.001,"{""de"":0.003403,""en"":0.009075,""fr"":0.003403,""it"":0.000567,""wuu"":0.001134,""zh"":0.982416}"
73,l2_interaction,L2 Interaction,retail,chinese,ZH,zh,zh,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_014748_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260509_014748_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,agent,1922,1558,364,364,0.810614,0.189386,0.189386,zh_0.811|en_0.189,"{""en"":0.189386,""zh"":0.810614}"
73,l2_interaction,L2 Interaction,retail,chinese,ZH,zh,zh,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_014748_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese,data/simulations/l2_interaction/20260509_014748_retail_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_chinese/results.json,user,1686,1660,26,11,0.984579,0.015421,0.006524,zh_0.985|en_0.007|fr_0.004|de_0.004|als_0.001|wuu_0.001,"{""als"":0.000593,""de"":0.003559,""en"":0.006524,""fr"":0.004152,""wuu"":0.000593,""zh"":0.984579}"
74,l2_interaction,L2 Interaction,retail,filipino,TL,tl,tl,openrouter/openai/gpt-5-mini,gpt-5-mini,gpt-5-mini,data/simulations/l2_interaction/20260420_063830_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino,data/simulations/l2_interaction/20260420_063830_retail_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_filipino/results.json,agent,2300,1845,455,455,0.802174,0.197826,0.197826,tl_0.802|en_0.198,"{""en"":0.197826,""tl"":0.802174}"
