scenario_label,domain,language_label,role,agent_family,task_id,trial,turn_idx,expected_language,detected_language,drift_cause,after_tool_result,excluded_from_agent_language_correctness,previous_other_role_detected_language,text_snippet,simulation_source
L2 Domain,airline,TL,user,gpt-5-mini,30,1,42,tl,en,continued_user_drift,False,False,tl,suriin ang payment methods,data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,qwen3.6-35b-a3b,47,0,7,tl,ja,continued_user_drift,False,False,tl,H8Q05L,data/simulations/4-translated/2026-05-18-19-16-28_translated_airline_trial-3_tl_qwen3.6-35b-a3b_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,qwen3.6-35b-a3b,47,1,7,tl,ja,continued_user_drift,False,False,tl,H8Q05L,data/simulations/4-translated/2026-05-18-19-16-28_translated_airline_trial-3_tl_qwen3.6-35b-a3b_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,VI,user,gpt-5-mini,27,2,39,vi,es,continued_user_drift,False,False,vi,email có.,data/simulations/4-translated/2026-05-16-18-54-35_airline_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,VI,user,gpt-5-mini,32,2,27,vi,en,continued_user_drift,False,False,vi,"{""payment_id"": ""credit_card_9659780"", ""confirm"": ""có""}",data/simulations/4-translated/2026-05-16-18-54-35_airline_vi_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,retail,ID,user,kimi-k2.5,37,0,7,id,fr,continued_user_drift,False,False,id,46236,data/simulations/4-translated/2026-05-23-13-20-23_translated_retail_trial-3_id_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Domain,retail,ID,user,kimi-k2.5,36,0,7,id,fr,continued_user_drift,False,False,id,"Daiki Sanchez, 46236",data/simulations/4-translated/2026-05-23-13-20-23_translated_retail_trial-3_id_nebius-kimi-k2.5_nebius-Qwen3-235B
L2 Interaction,airline,ID,user,gpt-5-mini,8,0,17,id,en,continued_user_drift,False,False,id,"yes, gunakan certificate_8045380",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,8,0,21,id,tr,continued_user_drift,False,False,id,kirim,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,12,0,7,id,en,continued_user_drift,False,False,id,yes payment_id: credit_card_4938634 bag_clarify: B,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,16,0,19,id,en,continued_user_drift,False,False,id,yes payment_id: gift_card_8887175,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,10,0,31,id,tr,continued_user_drift,False,False,id,"ya, B",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,49,0,7,id,eo,continued_user_drift,False,False,id,periksa,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,22,1,7,id,en,continued_user_drift,False,False,id,reservation_id: UM3OG5 passenger_new_dob: 1970-06-06 payment_method_id: gift_card_8190333,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,48,1,7,id,it,continued_user_drift,False,False,id,cari_reservasi,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,48,1,23,id,pt,continued_user_drift,False,False,id,escalate,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,12,2,9,id,en,continued_user_drift,False,False,id,"yes, use credit_card_4938634",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,30,2,9,id,ms,continued_user_drift,False,False,id,Saya pilih penerbangan HAT266. Lanjut.,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,TH,user,gpt-5-mini,15,0,19,th,de,continued_user_drift,False,False,th,search EWR,data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,15,0,24,th,ru,continued_user_drift,False,False,th,"A, yes",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,17,1,11,th,en,continued_user_drift,False,False,th,reservation_id: UM3OG5 payment_id: gift_card_8190333 yes,data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,20,1,18,th,en,continued_user_drift,False,False,th,"{""additional_payment_id"": ""credit_card_4421486"", ""confirm"": ""yes""}",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,33,1,23,th,en,continued_user_drift,False,False,th,"yes, search alternatives",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,33,1,29,th,pt,continued_user_drift,False,False,th,"yes, do 2",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,15,2,16,th,it,continued_user_drift,False,False,th,"PHL (HAT110+HAT172), gift_card_8887175, yes",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,14,2,15,th,en,continued_user_drift,False,False,th,B yes — reason: change of plan,data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,23,2,31,th,en,continued_user_drift,False,False,th,"{""confirm_proceed"":""yes"",""payment_id"":""credit_card_2198526""}",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Tools,airline,Mix 5,user,gpt-5-mini,33,0,18,en,uk,continued_user_drift,False,False,en,yes — A,data/simulations/2-multilingual-tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_multi
L2 Tools,airline,TH,user,qwen3-235b,39,1,37,en,fr,continued_user_drift,False,False,en,"Ah, encore désolée... I understand, but it's not possible for XAZ3C0 either. Very well, let's continue to the next reservation, s'il vous plaît.",data/simulations/2-multilingual-tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_th_tools
L2 Tools,retail,Mix 2,user,gpt-5-mini,31,1,29,en,ja,continued_user_drift,False,False,en,HUMAN,data/simulations/2-multilingual-tools/english_tool_experiments_retail_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi
L2 Tools,retail,Mix 3,user,gpt-5-mini,54,0,7,en,uk,continued_user_drift,False,False,en,amelia.silva7872@example.com,data/simulations/2-multilingual-tools/english_tool_experiments_retail_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri
L2 Tools,retail,Mix 4,user,qwen3-235b,10,2,7,en,ru,continued_user_drift,False,False,en,#114348293 #219547816,data/simulations/2-multilingual-tools/english_tool_experiments_retail_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_fourth
L2 Domain,airline,ID,user,gpt-5-mini,3,1,3,id,sw,early_turn,False,False,id,(1) ya (2) ya,data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,gpt-5-mini,36,1,3,id,en,early_turn,False,False,id,"lucas_brown_4047, ya",data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,gpt-5-mini,39,1,1,id,ms,early_turn,False,False,id,"Halo... saya ingin membatalkan semua penerbangan saya yang akan datang, s'il vous plaît.",data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,gpt-5-mini,10,2,3,id,en,early_turn,False,False,id,user_id: liam_khan_2521 reservation_id: cari payment_id: card_1234567890 ya,data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,gpt-5-mini,12,2,3,id,sw,early_turn,False,False,id,chen_lee_6825 ya,data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,gpt-5-mini,39,2,1,id,ms,early_turn,False,False,id,"Halo... saya ingin membatalkan semua penerbangan saya yang akan datang, s'il vous plaît.",data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,gpt-5-mini,43,2,3,id,en,early_turn,False,False,id,cari reservasi user id: mohamed_hernandez_5188,data/simulations/4-translated/2026-05-16-13-43-08_airline_id_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,qwen3-235b,40,0,3,id,ca,early_turn,False,False,id,anya_garcia_5901,data/simulations/4-translated/2026-05-20-21-17-35_translated_airline_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,qwen3-235b,40,1,3,id,ca,early_turn,False,False,id,anya_garcia_5901,data/simulations/4-translated/2026-05-20-21-17-35_translated_airline_trial-3_id_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,qwen3.6-35b-a3b,40,0,3,id,ca,early_turn,False,False,id,anya_garcia_5901,data/simulations/4-translated/2026-05-18-14-55-47_translated_airline_trial-3_id_qwen3.6-35b-a3b_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,qwen3.6-35b-a3b,40,1,3,id,ca,early_turn,False,False,id,anya_garcia_5901,data/simulations/4-translated/2026-05-18-14-55-47_translated_airline_trial-3_id_qwen3.6-35b-a3b_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,ID,user,qwen3.6-35b-a3b,40,2,3,id,ca,early_turn,False,False,id,anya_garcia_5901,data/simulations/4-translated/2026-05-18-14-55-47_translated_airline_trial-3_id_qwen3.6-35b-a3b_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TH,user,qwen3.6-35b-a3b,7,1,3,th,it,early_turn,False,False,th,daiki_muller_1116,data/simulations/4-translated/2026-05-18-15-31-49_translated_airline_trial-3_th_qwen3.6-35b-a3b_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,gpt-5-mini,8,0,3,tl,en,early_turn,False,False,tl,"1) sophia_silva_7557 2) oo 3) klase ekonomiya 4) 2 pasahero: - Unang pangalan: Sophia, Apelyido: Silva, Petsa ng kapanganakan: nasa profile ko na - Unang pangalan: Kevin, Apelyido: Smith, Petsa ng kapanganakan: 2001-04-12 5) hindi 6) walang checked bags 7) travel sertipiko (isa lamang) 8) direct flight lang 9) wala",data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,gpt-5-mini,15,1,3,tl,en,early_turn,False,False,tl,Hanapin.,data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,gpt-5-mini,33,1,3,tl,it,early_turn,False,False,tl,yara_garcia_1905 oo,data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,gpt-5-mini,10,2,3,tl,en,early_turn,False,False,tl,Reservation id: ZFA04Y Payment method: credit card Oo,data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,gpt-5-mini,12,2,3,tl,en,early_turn,False,False,tl,oo user id: chen_lee_6825 payment_id: credit card_7815826,data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,gpt-5-mini,34,2,3,tl,en,early_turn,False,False,tl,oo payment id: credit card_7815826,data/simulations/4-translated/2026-05-16-17-08-16_airline_tl_gpt-5-mini_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Domain,airline,TL,user,qwen3-235b,7,0,3,tl,it,early_turn,False,False,tl,daiki_muller_1116,data/simulations/4-translated/2026-05-20-21-17-35_translated_airline_trial-3_tl_Qwen3-235B-A22B-Instruct-2507-FP8_Qwen3-235B-A22B-Instruct-2507-FP8
L2 Interaction,airline,ID,agent,gpt-5-mini,7,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,1,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,0,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,3,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,4,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,5,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,6,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,13,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,9,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,2,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,8,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,11,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,12,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,12,0,3,id,en,early_turn,False,False,id,yes user_id: chen_lee_6825 penumpang: Chen Lee,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,16,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,16,0,3,id,en,early_turn,False,False,id,yes Reservation ID: ZFA04Y payment_id: credit_card_7815826,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,19,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,15,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,14,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,17,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,20,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,agent,gpt-5-mini,10,0,0,id,en,early_turn,False,True,,Hi! How can I help you today?,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,37,0,3,id,en,early_turn,False,False,id,user_id: aarav_ahmed_6699 alasan_IFOYYZ: change of plan alasan_NQNU5R: change of plan konfirmasi: ya,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,49,0,3,id,en,early_turn,False,False,id,user_id: anya_garcia_5901 reservation_id: 3RK2T9 flown: no konfirmasi: yes,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,10,1,3,id,en,early_turn,False,False,id,user_id: liam_khan_2521 reservation_id: SEAIAH789456,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,22,1,3,id,en,early_turn,False,False,id,"user_id: omar_rossi_1241 passenger_new: first_name=Omar, last_name=Rossi payment_method: gift card",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,48,1,3,id,en,early_turn,False,False,id,user_id: anya_garcia_5901 reservation_id: cari flight_already_flown: tidak cancellation_reason: change of plan yes,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,12,2,3,id,en,early_turn,False,False,id,chen_lee_6825,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,20,2,3,id,ms,early_turn,False,False,id,"1. Semua bandara di New York boleh dipertimbangkan. 2. Saya lebih suka penerbangan langsung, tapi satu transit juga boleh. 3. Satu penumpang, kelas ekonomi. 4. Ya, setuju.",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,45,2,3,id,en,early_turn,False,False,id,"{ ""user_id"": ""sophia_taylor_9065"", ""reservation_id"": ""PEP4E0"", ""sudah_terbang"": ""belum"", ""dalam_24_jam"": ""tidak"", ""maskapai_membatalkan"": ""tidak"", ""business"": ""tidak"", ""insurance"": ""tidak"", ""kategori_alasan"": ""other reasons"", ""confirm"": ""yes"" }",data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,gpt-5-mini,46,2,3,id,en,early_turn,False,False,id,yes user id: sophia_silva_7557 reservation id: H8Q05L,data/simulations/3-crosslingual/20260419_231438_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_indonesian
L2 Interaction,airline,ID,user,qwen3-235b,7,2,3,id,it,early_turn,False,False,id,daiki_muller_1116,data/simulations/3-crosslingual/20260507_221638_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_indonesian
L2 Interaction,airline,TH,user,gpt-5-mini,17,1,3,th,en,early_turn,False,False,th,user_id: omar_rossi_1241 reservation_id: CHI234NYC payment_id: GC_8845_omar_rossi_1241 yes,data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,gpt-5-mini,10,2,3,th,en,early_turn,False,False,th,"{""user_id"":""liam_khan_2521"",""reservation_id"":""ABCD12"",""preferred_payment_id"":""credit_card_7815826"",""confirm"":""yes""}",data/simulations/3-crosslingual/20260419_222935_airline_llm_agent_gpt-5-mini_user_simulator_qwen3-235b-a22b-2507_crosslingual_thai
L2 Interaction,airline,TH,user,kimi-k2.5,7,0,3,th,it,early_turn,False,False,th,daiki_muller_1116,data/simulations/3-crosslingual/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai
L2 Interaction,airline,TH,user,kimi-k2.5,7,1,3,th,it,early_turn,False,False,th,daiki_muller_1116,data/simulations/3-crosslingual/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai
L2 Interaction,airline,TH,user,kimi-k2.5,40,1,3,th,ca,early_turn,False,False,th,anya_garcia_5901,data/simulations/3-crosslingual/20260511_110641_airline_llm_agent_kimi-k2.5_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_thai
L2 Interaction,airline,TH,user,qwen3-235b,7,0,3,th,it,early_turn,False,False,th,daiki_muller_1116,data/simulations/3-crosslingual/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai
L2 Interaction,airline,TH,user,qwen3-235b,12,0,3,th,en,early_turn,False,False,th,user_id: chen_lee_6825,data/simulations/3-crosslingual/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai
L2 Interaction,airline,TH,user,qwen3-235b,34,0,3,th,it,early_turn,False,False,th,user_id: yara_garcia_1905,data/simulations/3-crosslingual/20260507_093357_airline_llm_agent_Qwen3-235B-A22B-Instruct-2507-tput_user_simulator_Qwen3-235B-A22B-Instruct-2507-tput_crosslingual_thai
L2 Tools,airline,ID,user,gpt-5-mini,26,0,3,en,it,early_turn,False,False,en,lookup user_id: amelia_sanchez_4739,data/simulations/2-multilingual-tools/english_tool_experiments_airline_gpt-5-mini_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,airline,ID,user,qwen3-235b,7,2,3,en,it,early_turn,False,False,en,daiki_muller_1116,data/simulations/2-multilingual-tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_id_tools
L2 Tools,airline,Mix 2,user,qwen3-235b,7,0,3,en,it,early_turn,False,False,en,daiki_muller_1116,data/simulations/2-multilingual-tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi
L2 Tools,airline,Mix 2,user,qwen3-235b,7,1,3,en,it,early_turn,False,False,en,daiki_muller_1116,data/simulations/2-multilingual-tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi
L2 Tools,airline,Mix 2,user,qwen3-235b,7,2,3,en,it,early_turn,False,False,en,daiki_muller_1116,data/simulations/2-multilingual-tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_bi
L2 Tools,airline,Mix 3,user,qwen3-235b,7,0,3,en,it,early_turn,False,False,en,daiki_muller_1116,data/simulations/2-multilingual-tools/english_tool_experiments_airline_qwen3-235b-a22b-instruct-2507-maas_qwen3-235b-a22b-instruct-2507-maas_english_mixed_tri
